,phrases,w1,w2
38368,cost roughly,cost,roughly
27329,cost money,cost,money
69063,council seat,council,seat
3687,council member,council,member
10907,council meeting,council,meeting
64151,council staff,council,staff
36496,council voted,council,vote
31571,council president,council,president
32705,council resolution,council,resolution
67785,council estate,council,estate
52096,counsel investigation,counsel,investigation
67630,counsel appointed,counsel,appoint
68286,counsel investigating,counsel,investigate
53873,count including,count,include
64502,count among,count,among
80274,count towards,count,towards
28891,count toward,count,toward
39152,count related,count,related
28677,counter terrorism,counter,terrorism
50085,counter terrorist,counter,terrorist
56317,counter violent,counter,violent
92156,counter extremist,counter,extremist
94695,country started,country,start
5943,country club,country,club
66434,country closer,country,closer
980,country illegally,country,illegally
66442,country amid,country,amid
4468,country without,country,without
2087,country back,country,back
71524,country trying,country,try
40198,country home,country,home
28655,country along,country,along
30845,country director,country,director
95907,country far,country,far
31934,country seek,country,seek
87866,country suffered,country,suffer
86045,country used,country,use
80744,country coming,country,come
16658,country want,country,want
49832,country hit,country,hit
9757,country must,country,must
6876,country together,country,together
87555,country seems,country,seem
81862,country estate,country,estate
55689,country combined,country,combine
23862,country remains,country,remains
84658,country behind,country,behind
50530,country due,country,due
53009,country using,country,use
21752,country already,country,already
73332,country via,country,via
6795,country including,country,include
52895,country run,country,run
94756,country tried,country,try
20805,country named,country,name
52863,country faced,country,face
87992,country currently,country,currently
41226,country come,country,come
78924,country asking,country,ask
52728,country think,country,think
84963,country use,country,use
55878,country house,country,house
64733,country left,country,left
21633,country better,country,well
24259,country involved,country,involve
98115,country see,country,see
94372,country living,country,living
29094,country included,country,include
66430,country seeking,country,seek
18891,country outside,country,outside
